id,name,aadhaar,bank_account,bank_name,address,district,scheme,amount,dob,mobile,registration_date
804,Rajesh Rani,104332181960,79402654235,State Bank of India,"Plot No.1, Near Bus Stand, Main Road, Lucknow",Jorhat,Ayushman Bharat,29890.66,1961-07-21,9847719888,2024-05-11
805,Meera Mishra,978713752988,32201256083,Bank of Baroda,"House 39, Rampur, Nagaon",Nagaon,PM-KISAN,3061.25,1957-05-21,9978889753,2021-10-19
806,Usha Yadav,706614982824,67474689715,Bank of Baroda,"House 733, Gandhi Nagar, Allahabad",Allahabad,Ayushman Bharat,13807.21,1984-03-28,9008576665,2023-07-14
807,Santosh Tiwari,538565352326,60004709110,Bank of Baroda,"House 835, Shantinagar, Allahabad",Allahabad,PM Awas Yojana,137547.43,1968-10-20,9611998996,2023-12-04
808,Santosh Devi,769277894319,10090040476,UCO Bank,"House 985, Krishnanagar, Allahabad",Allahabad,Ayushman Bharat,9375.47,1968-03-25,9336514604,2021-05-14
809,Savita Rani,064317139005,32931839335,Bank of Baroda,"House 808, Nehru Vihar, Jorhat",Jorhat,PMKVY Skill Dev,8034.03,1988-04-08,9284210205,2024-05-08
810,Geeta Pandey,986430098180,63565126944,UCO Bank,"House 434, Nehru Vihar, Lakhimpur",Lakhimpur,NSAP Pension,3335.71,1976-07-12,9636887258,2022-07-29
811,Deepak Das,356541802882,11615594078,Punjab National Bank,"House 143, Rampur, Jorhat",Jorhat,PMKVY Skill Dev,19257.7,1967-01-18,9690594699,2022-09-26
812,Mohan Nath,013389083863,35607778943,Bank of Baroda,"House 662, Krishnanagar, Jorhat",Jorhat,PM-KISAN,3952.63,1984-01-20,9990460082,2021-10-17
813,Sanjay Rani,992816158148,76963938276,State Bank of India,"House 349, Krishnanagar, Darrang",Darrang,MGNREGA,12766.99,1962-07-28,9695832197,2025-01-16
814,Santosh Rani,058300335421,68942104478,UCO Bank,"House 537, Shantinagar, Gorakhpur",Gorakhpur,MGNREGA,8203.98,1989-03-31,9575326033,2021-08-10
815,Prakash Mukherjee,729047742585,91779323822,Bank of Baroda,"House 676, Rampur, Dhubri",Dhubri,Ayushman Bharat,38443.34,1965-01-08,9491334245,2021-09-13
816,Rajan Patel,126163248889,95729893762,UCO Bank,"House 857, Model Town, Kamrup",Kamrup,NSAP Pension,3669.32,1972-12-04,9493036468,2023-01-29
817,Dinesh Ghosh,209088307053,49678274117,Canara Bank,"House 506, Shantinagar, Lakhimpur",Lakhimpur,PMKVY Skill Dev,9042.37,1988-12-22,9415131528,2023-10-22
818,Ashok Nath,497035067578,96833557077,Bank of Baroda,"House 758, Rampur, Goalpara",Goalpara,NSP Scholarship,9893.48,1981-09-09,9155505705,2024-12-21
819,Deepak Roy,871926154872,01240254550,State Bank of India,"House 351, Shantinagar, Lakhimpur",Lakhimpur,PM-KISAN,4359.42,1998-06-09,9809983976,2022-02-23
820,Meera Roy,759492995562,05336452577,Canara Bank,"House 368, Model Town, Sonitpur",Sonitpur,MGNREGA,6665.66,1991-06-27,9291428341,2021-08-10
821,Priya Yadav,061632945116,86854870998,Canara Bank,"House 116, Gandhi Nagar, Lakhimpur",Lakhimpur,NSAP Pension,2428.5,1992-04-05,9191485646,2022-01-05
822,Deepak Tiwari,884997957285,75958281902,Bank of Baroda,"House 74, Gandhi Nagar, Lucknow",Lucknow,PM Awas Yojana,142355.77,1959-09-26,9891248839,2023-02-25
823,Usha Reddy,114160091692,32737989790,Canara Bank,"House 10, Nehru Vihar, Gorakhpur",Gorakhpur,PMKVY Skill Dev,17541.88,1971-01-12,9481867463,2025-06-16
824,Savita Gupta,990155799802,84139080882,Bank of Baroda,"House 888, Shantinagar, Goalpara",Goalpara,PM-KISAN,2459.15,1981-10-14,9052312447,2024-07-26
825,Sunita Mishra,882532083168,16360389173,Canara Bank,"House 615, Rampur, Nagaon",Nagaon,PM-KISAN,3863.43,1973-10-10,9767200052,2025-03-26
826,Kiran Verma,785221158718,45235426874,Punjab National Bank,"House 865, Bapunagar, Gorakhpur",Gorakhpur,NSP Scholarship,8854.38,1956-07-26,9017320865,2021-07-11
827,Santosh Gupta,337209484131,28403339977,State Bank of India,"House 550, Model Town, Goalpara",Goalpara,NSAP Pension,2014.55,1994-09-12,9371717318,2022-05-19
828,Rekha Devi,104332181960,68167843407,Bank of Baroda,"House 59, Gandhi Nagar, Lakhimpur",Lakhimpur,NSP Scholarship,8869.39,1992-06-21,9776135007,2022-11-02
829,Anjali Tiwari,104332181960,79402654235,Punjab National Bank,"Plot No.1, Near Bus Stand, Main Road, Lucknow",Dhubri,PM Awas Yojana,121301.88,1965-01-26,9859380625,2025-05-12
830,Dinesh Roy,483173066293,15181788242,Canara Bank,"House 844, Shantinagar, Dhubri",Dhubri,Ayushman Bharat,41976.6,1973-03-22,9698906232,2023-02-08
831,Rajesh Gupta,841772256053,13402665023,Canara Bank,"House 983, Bapunagar, Goalpara",Goalpara,PM Awas Yojana,149487.86,1990-08-05,9678725686,2024-12-12
832,Rajesh Rani,729341722329,71674338005,Punjab National Bank,"House 366, Bapunagar, Allahabad",Allahabad,Ayushman Bharat,12137.25,1998-05-20,9156193183,2022-12-16
833,Geeta Roy,520716781126,69121535396,State Bank of India,"House 239, Model Town, Lakhimpur",Lakhimpur,NSAP Pension,3583.76,1956-06-22,9499465796,2022-12-20
834,Rajan Tiwari,140602933334,68007229034,UCO Bank,"House 825, Shantinagar, Jorhat",Jorhat,PM Awas Yojana,141382.21,1976-07-18,9665743748,2022-03-10
835,Rajesh Pandey,971892419562,52571509976,UCO Bank,"House 656, Bapunagar, Sonitpur",Sonitpur,MGNREGA,5789.11,2000-01-22,9309143639,2025-03-29
836,Pushpa Ghosh,894256529060,32020326509,Canara Bank,"House 496, Model Town, Dhubri",Dhubri,NSP Scholarship,6095.12,1964-11-09,9737948714,2022-01-04
837,Geeta Yadav,920592294115,63029559636,Bank of Baroda,"House 475, Bapunagar, Jorhat",Jorhat,PMKVY Skill Dev,16642.42,1987-06-03,9629420661,2023-10-22
838,Meera Verma,276528928664,64911110961,Canara Bank,"House 768, Model Town, Gorakhpur",Gorakhpur,NSAP Pension,4420.07,1992-04-21,9789046337,2022-08-05
839,Pushpa Das,120183667525,45991022901,Punjab National Bank,"House 454, Bapunagar, Darrang",Darrang,MGNREGA,8088.18,1961-08-05,9643815614,2021-11-19
840,Ramesh Jha,756085816704,68611145768,Bank of Baroda,"House 929, Krishnanagar, Varanasi",Varanasi,PMKVY Skill Dev,9452.13,1986-09-19,9192378584,2023-01-03
841,Vinod Singh,234456844679,40366401632,UCO Bank,"House 327, Gandhi Nagar, Varanasi",Varanasi,Ayushman Bharat,14838.34,1956-07-08,9831597572,2022-04-25
842,Leela Tiwari,498355393543,58644963924,Bank of Baroda,"House 704, Bapunagar, Lucknow",Lucknow,PM Awas Yojana,130844.61,1972-06-09,9379821433,2022-05-02
843,Mangala Mishra,104332181960,79402654235,Canara Bank,"Plot No.1, Near Bus Stand, Main Road, Lucknow",Allahabad,PMKVY Skill Dev,15448.69,1987-02-19,9640532739,2023-04-14
844,Anita Reddy,359782071518,20377889255,Punjab National Bank,"House 397, Gandhi Nagar, Sonitpur",Sonitpur,PM-KISAN,5097.86,1996-07-21,9515186449,2024-11-04
845,Savita Das,569931360622,90113860479,Punjab National Bank,"House 682, Model Town, Dhubri",Dhubri,NSP Scholarship,7024.95,1994-02-08,9990380351,2021-06-04
846,Priya Roy,740292864330,26509962183,Canara Bank,"House 387, Gandhi Nagar, Darrang",Darrang,PMKVY Skill Dev,13516.16,1967-05-19,9666102563,2024-02-16
847,Mangala Roy,232487632909,27914560833,State Bank of India,"House 543, Rampur, Sivasagar",Sivasagar,NSP Scholarship,8570.29,1981-07-30,9734031277,2024-09-11
848,Priya Mukherjee,775833364770,41309091538,Canara Bank,"House 993, Rampur, Gorakhpur",Gorakhpur,Ayushman Bharat,13383.04,1989-10-16,9625420412,2024-05-19
849,Vijay Reddy,731539114983,07482073651,State Bank of India,"House 516, Nehru Vihar, Sivasagar",Sivasagar,PM-KISAN,2917.32,1976-05-04,9065578201,2022-03-03
850,Prakash Nath,343594882188,49680664051,State Bank of India,"House 45, Krishnanagar, Lakhimpur",Lakhimpur,PM-KISAN,2364.43,1967-12-17,9434123016,2025-05-26
851,Kavita Singh,360595298424,10740274067,Punjab National Bank,"House 519, Krishnanagar, Lakhimpur",Lakhimpur,PMKVY Skill Dev,13136.33,1963-07-20,9259062003,2021-09-21
852,Deepak Tiwari,258562614991,53703824073,Bank of Baroda,"House 252, Krishnanagar, Varanasi",Varanasi,NSP Scholarship,6963.2,1981-11-16,9204309776,2022-07-26
853,Lalita Devi,649674199160,53906490970,Bank of Baroda,"House 306, Krishnanagar, Darrang",Darrang,PM Awas Yojana,130088.79,1990-12-24,9970181589,2025-02-15
854,Bharat Devi,998226731234,38880485142,State Bank of India,"House 149, Shantinagar, Jorhat",Jorhat,PM-KISAN,4431.23,1979-07-07,9645028231,2024-04-21
855,Savita Mishra,429671114837,53745843845,UCO Bank,"House 516, Rampur, Varanasi",Varanasi,NSP Scholarship,3485.98,1964-05-23,9974132834,2021-07-11
856,Savita Gupta,148951343320,03791769367,Canara Bank,"House 250, Krishnanagar, Dhubri",Dhubri,NSAP Pension,4555.44,2000-10-02,9163287083,2025-01-02
857,Santosh Pandey,925158377674,99616592661,State Bank of India,"House 526, Shantinagar, Kanpur",Kanpur,Ayushman Bharat,48797.23,1981-02-18,9278814761,2023-01-03
858,Mohan Reddy,084668455048,92673899756,Bank of Baroda,"House 903, Shantinagar, Sonitpur",Sonitpur,NSP Scholarship,3758.53,1971-03-30,9628843188,2023-12-08
859,Vijay Roy,106801770316,37050049332,Canara Bank,"House 856, Gandhi Nagar, Lucknow",Lucknow,Ayushman Bharat,13259.29,1976-02-29,9693172947,2023-04-04
860,Savita Iyer,303614987283,99921921249,Bank of Baroda,"House 903, Nehru Vihar, Goalpara",Goalpara,Ayushman Bharat,37800.45,1976-08-21,9308948706,2022-02-03
861,Anita Jha,061298897284,79402654235,Bank of Baroda,"House 409, Nehru Vihar, Jorhat",Jorhat,Ayushman Bharat,7758.35,1989-01-07,9826164170,2025-09-05
862,Savita Gupta,724000208601,46051908543,Bank of Baroda,"House 508, Rampur, Darrang",Darrang,PMKVY Skill Dev,12807.73,1983-01-17,9033563693,2025-08-12
863,Prakash Reddy,606472452573,79402654235,Canara Bank,"House 564, Gandhi Nagar, Sivasagar",Sivasagar,PM-KISAN,4779.51,1959-02-24,9788407094,2023-05-08
864,Sanjay Tiwari,391649701693,42929132033,State Bank of India,"House 749, Rampur, Sonitpur",Sonitpur,PMKVY Skill Dev,16208.82,1989-04-28,9341903106,2025-01-31
865,Kavita Iyer,351863878294,56511810220,Bank of Baroda,"House 110, Gandhi Nagar, Varanasi",Varanasi,NSAP Pension,2604.79,1998-05-25,9967899405,2024-06-12
866,Ashok Kumar,315388824527,90504043333,Punjab National Bank,"House 199, Model Town, Darrang",Darrang,PMKVY Skill Dev,14314.55,1972-12-25,9163211197,2022-09-26
867,Sunita Nath,104332181960,79402654235,Punjab National Bank,"Plot No.1, Near Bus Stand, Main Road, Lucknow",Lakhimpur,Ayushman Bharat,46188.12,1968-06-09,9810457346,2023-03-31
868,Ramesh Mishra,662543617213,14519515109,Bank of Baroda,"House 183, Gandhi Nagar, Sonitpur",Sonitpur,MGNREGA,9365.77,1984-12-24,9624945147,2021-12-22
869,Ashok Roy,921046627501,52697442036,State Bank of India,"House 493, Nehru Vihar, Sivasagar",Sivasagar,PM Awas Yojana,147256.43,1970-08-07,9483309587,2024-11-21
870,Vijay Yadav,104332181960,79402654235,Bank of Baroda,"Plot No.1, Near Bus Stand, Main Road, Lucknow",Lakhimpur,MGNREGA,9393.48,1969-05-28,9628372372,2024-08-22
871,Savita Ghosh,276970409531,41961560783,Bank of Baroda,"House 500, Shantinagar, Sivasagar",Sivasagar,PMKVY Skill Dev,16090.31,1981-02-21,9565179624,2022-02-05
872,Meera Singh,613878293102,70790320204,State Bank of India,"House 468, Nehru Vihar, Jorhat",Jorhat,PM-KISAN,2682.76,1995-07-07,9117993136,2023-10-18
873,Mohan Devi,691330303346,77116750762,Canara Bank,"House 625, Nehru Vihar, Nagaon",Nagaon,PM-KISAN,3389.49,1972-12-21,9302453012,2024-05-23
874,Suresh Iyer,032671494981,94217942817,UCO Bank,"House 230, Bapunagar, Varanasi",Varanasi,PM-KISAN,3134.79,1965-12-16,9527758446,2023-05-05
875,Savita Sharma,045025896321,74357483526,UCO Bank,"House 62, Gandhi Nagar, Kamrup",Kamrup,MGNREGA,13344.53,1962-03-10,9067398344,2022-08-25
876,Rekha Kumar,630489138249,67183258238,Canara Bank,"House 985, Nehru Vihar, Sivasagar",Sivasagar,PM-KISAN,3806.97,2001-02-28,9794200749,2024-04-12
877,Vinod Pandey,458015176429,62809241150,Punjab National Bank,"House 838, Rampur, Barpeta",Barpeta,NSP Scholarship,8887.77,1964-08-26,9996131525,2023-08-07
878,Anita Devi,699944946672,01082402818,Bank of Baroda,"House 943, Krishnanagar, Sivasagar",Sivasagar,PM-KISAN,4610.47,1961-03-04,9940262085,2022-11-17
879,Rajan Mukherjee,828470520313,11615594078,Bank of Baroda,"House 835, Nehru Vihar, Kanpur",Kanpur,PM Awas Yojana,136211.82,1959-12-16,9123203668,2023-03-29
880,Priya Jha,798240211682,31379981810,State Bank of India,"House 824, Bapunagar, Kanpur",Kanpur,NSAP Pension,408400.04,1966-11-26,9242657896,2024-06-20
881,Vinod Tiwari,723034202847,19017222405,State Bank of India,"House 450, Model Town, Allahabad",Allahabad,PMKVY Skill Dev,18544.09,1964-02-23,9487177546,2025-02-03
882,Mangala Ghosh,564614974597,93183997984,UCO Bank,"House 809, Rampur, Sivasagar",Sivasagar,MGNREGA,6092.25,1962-12-02,9099550493,2024-11-19
883,Sanjay Reddy,802530843769,92964447725,State Bank of India,"House 545, Shantinagar, Gorakhpur",Gorakhpur,PM-KISAN,4701.25,1979-09-07,9242348004,2025-03-28
884,Prakash Tiwari,488548753119,80425542805,Bank of Baroda,"House 998, Gandhi Nagar, Kanpur",Kanpur,Ayushman Bharat,23458.87,1974-02-04,9255078688,2022-02-10
885,Rekha Rani,927125663836,15171827548,State Bank of India,"House 85, Shantinagar, Darrang",Darrang,NSP Scholarship,7443.42,1966-09-24,9479473864,2023-04-15
886,Lalita Roy,703843098839,20530214656,Canara Bank,"House 601, Krishnanagar, Darrang",Darrang,MGNREGA,9212.91,1995-02-04,9184895543,2022-04-15
887,Anita Devi,817246191965,70132902278,Punjab National Bank,"House 400, Nehru Vihar, Varanasi",Varanasi,PMKVY Skill Dev,14935.18,1983-09-12,9354946519,2025-08-22
888,Suresh Verma,785020502549,79402654235,Canara Bank,"House 168, Bapunagar, Lucknow",Lucknow,Ayushman Bharat,39317.05,1980-08-25,9920102975,2022-03-09
889,Mohan Ghosh,233921883527,91875067761,State Bank of India,"House 433, Model Town, Kamrup",Kamrup,MGNREGA,10549.8,1968-01-14,9920881431,2022-03-15
890,Kavita Ghosh,496881449908,79402654235,State Bank of India,"House 217, Model Town, Barpeta",Barpeta,NSAP Pension,5147.25,1965-04-18,9240574450,2022-07-09
891,Savita Reddy,212447174654,21406650442,Canara Bank,"House 72, Gandhi Nagar, Lucknow",Lucknow,NSAP Pension,5913.57,1983-04-01,9962712863,2022-03-30
892,Sanjay Gupta,597927033521,10392405147,Canara Bank,"House 24, Shantinagar, Barpeta",Barpeta,NSAP Pension,2677.84,1982-03-30,9388487920,2023-07-29
893,Prakash Jha,758708943269,83443695805,State Bank of India,"House 782, Bapunagar, Nagaon",Nagaon,PM-KISAN,5161.78,1972-08-14,9050928467,2024-10-04
894,Kavita Tiwari,837441715810,21312512931,State Bank of India,"House 10, Bapunagar, Jorhat",Jorhat,MGNREGA,3161.37,1970-08-24,9912975191,2025-05-15
895,Geeta Devi,076283976205,34407779462,State Bank of India,"House 732, Gandhi Nagar, Lucknow",Lucknow,PMKVY Skill Dev,18625.23,1965-01-28,9629250817,2021-08-15
896,Santosh Devi,353896298532,43679241571,Bank of Baroda,"House 657, Gandhi Nagar, Sivasagar",Sivasagar,Ayushman Bharat,43853.51,1963-09-20,9383543468,2023-11-05
897,Leela Mukherjee,346578713315,09839301031,State Bank of India,"House 881, Shantinagar, Sivasagar",Sivasagar,MGNREGA,3850.29,1979-11-25,9473829973,2023-01-13
898,Mangala Jha,889579868727,74348734714,Bank of Baroda,"House 279, Shantinagar, Dhubri",Dhubri,MGNREGA,6836.51,1994-01-08,9223623166,2023-10-31
899,Dinesh Devi,275367497852,49141686013,Punjab National Bank,"House 951, Gandhi Nagar, Kanpur",Kanpur,NSP Scholarship,7092.85,1976-05-23,9896340679,2025-01-29
900,Leela Devi,524578715841,56082137118,Punjab National Bank,"House 130, Model Town, Kanpur",Kanpur,PMKVY Skill Dev,12171.49,1960-08-25,9681826832,2021-11-14
901,Vijay Ghosh,868656292582,28280183235,Bank of Baroda,"House 43, Gandhi Nagar, Kanpur",Kanpur,PMKVY Skill Dev,18779.33,1970-06-29,9684676780,2022-04-06
902,Rekha Devi,445847413401,79402654235,UCO Bank,"House 949, Krishnanagar, Gorakhpur",Gorakhpur,Ayushman Bharat,37491.97,1982-02-20,9605962751,2021-10-08
903,Prakash Roy,155348201284,00838507659,Canara Bank,"House 356, Nehru Vihar, Sonitpur",Sonitpur,NSAP Pension,3171.49,1968-03-28,9089177680,2021-12-13
904,Anita Pandey,292501058752,56806562590,Punjab National Bank,"House 332, Nehru Vihar, Allahabad",Allahabad,PMKVY Skill Dev,17077.9,1997-09-19,9802711221,2022-10-03
905,Deepak Devi,122150014188,42163090015,UCO Bank,"House 737, Shantinagar, Dhubri",Dhubri,Ayushman Bharat,17788.46,1979-08-29,9339994853,2024-11-01
906,Pushpa Rani,003342342583,23024102615,Bank of Baroda,"House 313, Gandhi Nagar, Lakhimpur",Lakhimpur,NSP Scholarship,5161.35,1967-11-05,9289611223,2024-08-11
907,Dinesh Patel,435240824008,42710947775,Bank of Baroda,"House 989, Rampur, Goalpara",Goalpara,PM-KISAN,3009.91,1958-05-23,9116719022,2022-07-13
908,Leela Nath,932070983484,92674876296,Punjab National Bank,"House 61, Model Town, Allahabad",Allahabad,Ayushman Bharat,26364.74,1929-11-14,9456572676,2023-08-31
909,Saroj Singh,916998543534,62475107991,State Bank of India,"House 551, Krishnanagar, Lakhimpur",Lakhimpur,PMKVY Skill Dev,14070.62,1989-05-14,9513542784,2022-04-04
910,Kiran Devi,347491624755,41108255598,UCO Bank,"House 381, Krishnanagar, Barpeta",Barpeta,PM-KISAN,4600.99,1982-05-29,9961129109,2022-01-06
911,Pushpa Das,715006666411,06541134078,Punjab National Bank,"House 103, Gandhi Nagar, Jorhat",Jorhat,NSP Scholarship,8527.07,1977-02-16,9970890583,2023-04-11
912,Kiran Roy,214617275804,79402654235,Punjab National Bank,"House 820, Krishnanagar, Gorakhpur",Gorakhpur,PM Awas Yojana,138644.84,1985-01-07,9676988979,2022-08-25
913,Rekha Rani,576729911549,04431834369,Punjab National Bank,"House 231, Model Town, Goalpara",Goalpara,MGNREGA,4014.68,1997-10-30,9297711506,2024-11-10
914,Lalita Ghosh,250952294620,93556103995,Bank of Baroda,"House 798, Bapunagar, Lucknow",Lucknow,Ayushman Bharat,31255.65,1999-09-20,9137124365,2022-08-09
915,Dinesh Tiwari,303491891179,72038593401,Punjab National Bank,"House 216, Gandhi Nagar, Lucknow",Lucknow,PM Awas Yojana,129227.41,1972-01-27,9471553132,2023-08-20
916,Lalita Ghosh,150618538003,29633472727,Punjab National Bank,"House 135, Krishnanagar, Goalpara",Goalpara,Ayushman Bharat,33564.77,1993-04-17,9830617893,2021-09-14
917,Rekha Yadav,736774620258,25431832812,Bank of Baroda,"House 857, Rampur, Varanasi",Varanasi,NSP Scholarship,4136.66,1988-05-27,9049106018,2024-04-24
918,Savita Singh,013651034444,29906745686,Punjab National Bank,"House 169, Shantinagar, Nagaon",Nagaon,Ayushman Bharat,47299.93,1967-05-10,9221559967,2024-12-01
919,Suresh Tiwari,918727420495,61213773062,Canara Bank,"House 45, Shantinagar, Lucknow",Lucknow,NSP Scholarship,4644.1,1970-09-28,9973711222,2021-07-14
920,Santosh Pandey,736500329909,00647614427,UCO Bank,"House 501, Krishnanagar, Sonitpur",Sonitpur,MGNREGA,13104.42,1972-02-08,9540423169,2022-12-03
921,Prakash Das,619639907676,99150785931,State Bank of India,"House 13, Nehru Vihar, Barpeta",Barpeta,PM Awas Yojana,141398.98,1983-11-18,9928456797,2024-08-23
922,Sunita Ghosh,236010712615,83882176484,Canara Bank,"House 490, Krishnanagar, Dhubri",Dhubri,NSAP Pension,3162.11,1977-09-08,9223322280,2022-02-16
923,Vinod Singh,298908881966,16184959310,Punjab National Bank,"House 829, Shantinagar, Darrang",Darrang,PM Awas Yojana,124733.5,1990-10-02,9919908213,2024-08-10
924,Anita Kumar,721734024222,41983063236,Punjab National Bank,"House 316, Rampur, Lakhimpur",Lakhimpur,Ayushman Bharat,9236.5,1992-04-16,9444248420,2024-10-20
925,Vinod Patel,172366704171,16184959310,State Bank of India,"House 879, Bapunagar, Jorhat",Jorhat,Ayushman Bharat,14794.48,1992-12-22,9918740501,2024-05-06
926,Suresh Tiwari,062911872282,47183018179,Canara Bank,"House 668, Rampur, Goalpara",Goalpara,PM-KISAN,5391.93,1958-02-23,9578984974,2022-06-04
927,Kiran Mishra,044836085456,67664047350,Punjab National Bank,"House 459, Gandhi Nagar, Varanasi",Varanasi,Ayushman Bharat,14958.95,1986-04-23,9831995298,2025-07-29
928,Dinesh Mukherjee,507196129332,12345678901,State Bank of India,"House 781, Krishnanagar, Nagaon",Nagaon,NSAP Pension,2973.68,1969-07-31,9220940037,2021-11-23
929,Rajan Reddy,069690452898,60610656733,Canara Bank,"House 775, Shantinagar, Kanpur",Kanpur,PM Awas Yojana,131137.64,1997-05-16,9165276136,2021-12-18
930,Usha Gupta,008943468105,48510174907,Punjab National Bank,"House 242, Model Town, Gorakhpur",Gorakhpur,PM Awas Yojana,142372.74,1980-04-09,9544926831,2023-11-06
931,Rekha Das,029914068841,33373125523,Punjab National Bank,"House 938, Gandhi Nagar, Lucknow",Lucknow,NSAP Pension,2256.6,1994-02-24,9703211920,2023-07-23
932,Mangala Reddy,234268344149,78266128758,Punjab National Bank,"House 480, Shantinagar, Lucknow",Lucknow,PM Awas Yojana,132830.08,1963-07-11,9670806129,2023-12-28
933,Lalita Nath,272046537556,46417080531,State Bank of India,"House 773, Rampur, Barpeta",Barpeta,PM-KISAN,5798.45,1983-05-14,9092327193,2023-01-29
934,Savita Nath,258631441706,46255402635,Punjab National Bank,"House 557, Bapunagar, Barpeta",Barpeta,MGNREGA,5243.46,1984-01-21,9017646448,2022-06-16
935,Mangala Gupta,034495607148,16184959310,Canara Bank,"House 789, Gandhi Nagar, Allahabad",Allahabad,MGNREGA,7139.31,1956-10-04,9752572316,2021-06-12
936,Saroj Ghosh,614341036971,17980893246,State Bank of India,"House 630, Shantinagar, Gorakhpur",Gorakhpur,NSP Scholarship,5165.08,1963-11-17,9218518888,2022-07-31
937,Sunita Gupta,900362211732,77264883958,Punjab National Bank,"House 730, Bapunagar, Jorhat",Jorhat,MGNREGA,6854.75,1972-02-13,9229425251,2023-05-30
938,Suresh Verma,917920252131,09622728476,Punjab National Bank,"House 455, Model Town, Sivasagar",Sivasagar,PM Awas Yojana,139345.41,2000-01-25,9412009282,2025-08-16
939,Lalita Mukherjee,105092221610,70518439055,Bank of Baroda,"House 928, Nehru Vihar, Allahabad",Allahabad,NSAP Pension,4832.97,1968-05-23,9806601382,2021-08-07
940,Geeta Rani,439044890932,25333202351,State Bank of India,"House 158, Model Town, Nagaon",Nagaon,NSAP Pension,3371.81,1971-07-10,9501935450,2024-06-02
941,Mohan Singh,339801387162,11615594078,UCO Bank,"House 230, Krishnanagar, Barpeta",Barpeta,PM-KISAN,3423.41,1996-06-19,9581080153,2024-07-11
942,Usha Verma,856724380701,76563600412,Punjab National Bank,"House 687, Bapunagar, Jorhat",Jorhat,PM-KISAN,3856.98,1959-11-11,9118372742,2024-09-23
943,Deepak Reddy,659171357852,94563718344,State Bank of India,"House 305, Nehru Vihar, Barpeta",Barpeta,PM Awas Yojana,132060.82,1980-12-26,9919195419,2022-09-16
944,Leela Singh,054364597010,82207811379,UCO Bank,"House 334, Gandhi Nagar, Nagaon",Nagaon,NSP Scholarship,4788.76,1972-01-12,9315313636,2024-06-13
945,Sunita Tiwari,967393852580,01061817534,Punjab National Bank,"House 198, Rampur, Goalpara",Goalpara,NSAP Pension,1899.54,1993-01-01,9093911192,2023-07-31
946,Prakash Ghosh,629127990881,17298068650,UCO Bank,"House 440, Krishnanagar, Lakhimpur",Lakhimpur,PMKVY Skill Dev,19261.06,1957-12-30,9659916247,2021-05-23
947,Kiran Gupta,687681180715,69562017537,State Bank of India,"House 227, Bapunagar, Barpeta",Barpeta,PM-KISAN,2079.13,1976-01-11,9531943375,2025-06-24
948,Vinod Reddy,098378018204,33971895690,Canara Bank,"House 883, Rampur, Lakhimpur",Lakhimpur,PMKVY Skill Dev,12079.48,1985-01-21,9608564111,2022-08-25
949,Anita Nath,104332181960,79402654235,UCO Bank,"Plot No.1, Near Bus Stand, Main Road, Lucknow",Dhubri,PM Awas Yojana,123675.77,1993-11-25,9612215039,2021-11-14
950,Kavita Jha,829114678669,12517785289,Bank of Baroda,"House 787, Krishnanagar, Gorakhpur",Gorakhpur,PMKVY Skill Dev,13191.42,1996-04-12,9182422535,2022-10-11
951,Anita Mishra,228570424025,11615594078,Punjab National Bank,"House 346, Shantinagar, Nagaon",Nagaon,NSAP Pension,5614.62,1981-04-01,9977041167,2022-07-23
952,Suresh Pandey,227634601915,30573472435,UCO Bank,"House 985, Gandhi Nagar, Sivasagar",Sivasagar,NSP Scholarship,3747.67,1964-06-25,9822512726,2023-02-23
953,Sunita Singh,740650042548,82142369143,State Bank of India,"House 485, Shantinagar, Darrang",Darrang,PMKVY Skill Dev,10984.74,1966-08-07,9661449429,2023-03-30
954,Kiran Ghosh,104332181960,79402654235,Bank of Baroda,"Plot No.1, Near Bus Stand, Main Road, Lucknow",Dhubri,NSP Scholarship,9099.48,1994-01-17,9503219859,2021-11-27
955,Kavita Tiwari,006445475231,12327489791,Canara Bank,"House 449, Model Town, Jorhat",Jorhat,PM Awas Yojana,131944.32,1982-09-29,9342720388,2023-07-23
956,Usha Das,811492164334,72282005577,UCO Bank,"House 958, Shantinagar, Barpeta",Barpeta,PM-KISAN,4194.18,1989-02-16,9829979688,2023-12-13
957,Vinod Mishra,210291617469,02983104384,State Bank of India,"House 635, Gandhi Nagar, Kamrup",Kamrup,PMKVY Skill Dev,12702.58,1987-09-20,9913167080,2023-08-18
958,Mangala Singh,024968549822,74954508920,Bank of Baroda,"House 520, Model Town, Lakhimpur",Lakhimpur,MGNREGA,13022.1,1996-05-08,9653331537,2021-10-16
959,Priya Devi,104332181960,79402654235,Punjab National Bank,"Plot No.1, Near Bus Stand, Main Road, Lucknow",Gorakhpur,PM-KISAN,3678.43,1975-03-03,9660490376,2024-03-25
960,Ashok Tiwari,826691362483,55054296080,Canara Bank,"House 55, Gandhi Nagar, Jorhat",Jorhat,NSP Scholarship,4871.25,1964-06-14,9998795098,2024-08-25
